uf,ano,faixa_etaria,numero_dose,reforco,imunizante,doenca,meta,meta_atingida,populacao,qt_dose,homog_geo,cobertura,abandono,ultima_dose
SP,2004,0,2,0,Tetravalente,,95,1,631515,622288,81.0853,98.5389,-1.52428,0
PR,2004,0,2,0,Tetravalente,,95,1,167234,159382,73.9348,95.3048,-2.65358,0
SC,2004,0,2,0,Tetravalente,,95,1,89285,86062,79.8635,96.3902,-0.851936,0
RS,2004,0,2,0,Tetravalente,,95,1,157321,152457,69.1532,96.9082,-6.4986,0
MS,2004,0,2,0,Tetravalente,,95,0,41593,39192,71.4286,94.2274,3.05489,0
MT,2004,0,2,0,Tetravalente,,95,1,51863,54179,82.7338,104.466,0.0940439,0
GO,2004,0,2,0,Tetravalente,,95,1,96695,100660,82.5203,104.101,-2.54791,0
DF,2004,0,2,0,Tetravalente,,95,1,42453,46906,100.0,110.489,-7.70856,0
RO,2004,0,2,0,Tríplice Bacteriana,,95,0,30104,12,0.0,0.0398618,-71.4286,0
AC,2004,0,2,0,Tríplice Bacteriana,,95,0,17065,11,0.0,0.0644594,31.25,0
AM,2004,0,2,0,Tríplice Bacteriana,,95,0,78316,346,0.0,0.4418,22.2472,0
RR,2004,0,2,0,Tríplice Bacteriana,,95,0,9855,17,0.0,0.172501,51.4286,0
TO,2004,0,2,0,Tríplice Bacteriana,,95,0,26674,43,0.0,0.161206,34.8485,0
MA,2004,0,2,0,Tríplice Bacteriana,,95,0,133203,32,0.0,0.0240235,,0
CE,2004,0,2,0,Tríplice Bacteriana,,95,0,146703,228,0.0,0.155416,65.1376,0
RN,2004,0,2,0,Tríplice Bacteriana,,95,0,53584,167,0.0,0.31166,55.3476,0
PB,2004,0,2,0,Tríplice Bacteriana,,95,0,65629,182,0.0,0.277316,19.469,0
PE,2004,0,2,0,Tríplice Bacteriana,,95,0,157075,17,0.0,0.0108229,48.4848,0
AL,2004,0,2,0,Tríplice Bacteriana,,95,0,64555,151,0.0,0.233909,30.0926,0
BA,2004,0,2,0,Tríplice Bacteriana,,95,0,253493,1334,0.0,0.526247,33.1663,0
MG,2004,0,2,0,Tríplice Bacteriana,,95,0,301434,516,1.72414,0.171182,27.0156,0
ES,2004,0,2,0,Tríplice Bacteriana,,95,0,57569,168,0.0,0.291824,57.0332,0
RJ,2004,0,2,0,Tríplice Bacteriana,,95,0,231787,3211,4.44444,1.38532,2.0738,0
SP,2004,0,2,0,Tríplice Bacteriana,,95,0,631515,212,0.0,0.0335701,2.75229,0
PR,2004,0,2,0,Tríplice Bacteriana,,95,0,167234,43,0.0,0.0257125,28.3333,0
SC,2004,0,2,0,Tríplice Bacteriana,,95,0,89285,2,0.0,0.00224002,,0
RS,2004,0,2,0,Tríplice Bacteriana,,95,0,157321,128,0.0,0.0813623,4.47761,0
MS,2004,0,2,0,Tríplice Bacteriana,,95,0,41593,21,0.0,0.0504893,86.0927,0
GO,2004,0,2,0,Tríplice Bacteriana,,95,0,96695,236,0.0,0.244066,65.6477,0
DF,2004,0,2,0,Tríplice Bacteriana,,95,0,42453,409,0.0,0.963418,3.08057,0
RO,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,30104,2,0.0,0.00664364,33.3333,0
AC,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,17065,14,0.0,0.0820393,-27.2727,0
AM,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,78316,7,0.0,0.00893815,78.7879,0
RR,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,9855,1,0.0,0.0101471,0.0,0
PA,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,157734,54,0.0,0.0342349,5.26316,0
AP,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,16259,3,0.0,0.0184513,-200.0,0
TO,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,26674,9,0.0,0.0337407,-350.0,0
MA,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,133203,36,0.0,0.0270264,-38.4615,0
PI,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,58490,23,0.0,0.039323,-130.0,0
CE,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,146703,26,0.0,0.0177229,-100.0,0
RN,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,53584,12,0.0,0.0223947,0.0,0
PB,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,65629,26,0.0,0.0396166,-36.8421,0
PE,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,157075,5,0.0,0.00318319,44.4444,0
AL,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,64555,42,0.0,0.0650608,2.32558,0
SE,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,37051,29,0.0,0.0782705,-1350.0,0
BA,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,253493,1112,0.0,0.438671,9.5935,0
MG,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,301434,255,0.0,0.0845956,-72.2973,0
ES,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,57569,169,0.0,0.293561,-65.6863,0
RJ,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,231787,721,0.0,0.311061,18.9888,0
SP,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,631515,11192,0.0,1.77225,14.6105,0
PR,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,167234,161,0.0,0.0962723,-11.8056,0
SC,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,89285,194,0.0,0.217282,-51.5625,0
RS,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,157321,675,0.0,0.429059,-45.1613,0
MS,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,41593,135,0.0,0.324574,17.1779,0
MT,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,51863,29,0.0,0.0559165,19.4444,0
GO,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,96695,86,0.0,0.0889395,-273.913,0
DF,2004,0,3,0,Haemophilus influenzae tipo b,,95,0,42453,1273,0.0,2.99861,-5.7309,0
RO,2004,0,3,0,Hepatite B,,95,0,30104,27238,55.7692,90.4797,11.6367,1
AC,2004,0,3,0,Hepatite B,,95,0,17065,13620,50.0,79.8125,30.2111,1
AM,2004,0,3,0,Hepatite B,,95,0,78316,55355,25.8065,70.6816,27.0166,1
RR,2004,0,3,0,Hepatite B,,95,0,9855,7856,6.66667,79.7159,24.5921,1
PA,2004,0,3,0,Hepatite B,,95,1,157734,150316,74.1259,95.2971,9.28644,1
AP,2004,0,3,0,Hepatite B,,95,0,16259,12539,75.0,77.1204,24.9162,1
TO,2004,0,3,0,Hepatite B,,95,1,26674,26174,75.5396,98.1255,6.4312,1
MA,2004,0,3,0,Hepatite B,,95,0,133203,121431,58.0645,91.1624,19.6667,1
PI,2004,0,3,0,Hepatite B,,95,0,58490,51936,56.7568,88.7947,15.7211,1
CE,2004,0,3,0,Hepatite B,,95,1,146703,149115,91.8478,101.644,2.12083,1
RN,2004,0,3,0,Hepatite B,,95,0,53584,48473,59.2814,90.4617,10.9574,1
PB,2004,0,3,0,Hepatite B,,95,0,65629,61389,65.0224,93.5394,16.2211,1
PE,2004,0,3,0,Hepatite B,,95,0,157075,148829,71.3513,94.7503,16.6966,1
AL,2004,0,3,0,Hepatite B,,95,0,64555,58675,66.6667,90.8915,13.6129,1
SE,2004,0,3,0,Hepatite B,,95,1,37051,36089,62.6667,97.4036,23.477,1
BA,2004,0,3,0,Hepatite B,,95,0,253493,220886,62.1103,87.1369,18.2037,1
MG,2004,0,3,0,Hepatite B,,95,0,301434,276677,71.3951,91.7869,7.06025,1
ES,2004,0,3,0,Hepatite B,,95,1,57569,55973,85.8974,97.2277,8.86548,1
RJ,2004,0,3,0,Hepatite B,,95,0,231787,208433,58.6957,89.9244,12.6755,1
SP,2004,0,3,0,Hepatite B,,95,0,631515,589447,72.8682,93.3386,13.0822,1
PR,2004,0,3,0,Hepatite B,,95,0,167234,152702,59.1479,91.3104,7.01206,1
SC,2004,0,3,0,Hepatite B,,95,0,89285,82044,66.8942,91.89,7.88301,1
RS,2004,0,3,0,Hepatite B,,95,0,157321,138214,55.0403,87.8548,11.5459,1
MS,2004,0,3,0,Hepatite B,,95,0,41593,37341,64.9351,89.7771,11.5415,1
MT,2004,0,3,0,Hepatite B,,95,0,51863,47762,66.187,92.0926,13.4762,1
GO,2004,0,3,0,Hepatite B,,95,0,96695,83486,64.6341,86.3395,7.10153,1
DF,2004,0,3,0,Hepatite B,,95,1,42453,43405,100.0,102.242,25.8072,1
RO,2004,0,3,0,Oral Poliomielite,,95,1,30104,30011,76.9231,99.6911,0.219437,1
AC,2004,0,3,0,Oral Poliomielite,,95,1,17065,18263,63.6364,107.02,17.1069,1
AM,2004,0,3,0,Oral Poliomielite,,95,0,78316,65233,53.2258,83.2946,4.16354,1
RR,2004,0,3,0,Oral Poliomielite,,95,0,9855,8867,13.3333,89.9746,11.7624,1
PA,2004,0,3,0,Oral Poliomielite,,95,1,157734,178529,81.1189,113.184,-5.71728,1
AP,2004,0,3,0,Oral Poliomielite,,95,0,16259,14525,100.0,89.3351,21.7909,1
TO,2004,0,3,0,Oral Poliomielite,,95,1,26674,27376,82.7338,102.632,-3.7992,1
MA,2004,0,3,0,Oral Poliomielite,,95,1,133203,137068,68.6636,102.902,10.3662,1
PI,2004,0,3,0,Oral Poliomielite,,95,1,58490,58033,82.4324,99.2187,2.24704,1
CE,2004,0,3,0,Oral Poliomielite,,95,1,146703,159091,95.1087,108.444,-7.37276,1
RN,2004,0,3,0,Oral Poliomielite,,95,0,53584,50134,64.0719,93.5615,8.18453,1
PB,2004,0,3,0,Oral Poliomielite,,95,1,65629,64143,72.1973,97.7358,4.0307,1
PE,2004,0,3,0,Oral Poliomielite,,95,1,157075,164302,87.027,104.601,0.54539,1
AL,2004,0,3,0,Oral Poliomielite,,95,1,64555,62209,83.3333,96.3659,5.70251,1
SE,2004,0,3,0,Oral Poliomielite,,95,1,37051,38439,80.0,103.746,2.91466,1
BA,2004,0,3,0,Oral Poliomielite,,95,1,253493,241737,73.6211,95.3624,9.40174,1
MG,2004,0,3,0,Oral Poliomielite,,95,1,301434,287340,78.0774,95.3243,1.23465,1
ES,2004,0,3,0,Oral Poliomielite,,95,1,57569,59736,91.0256,103.764,4.42852,1
RJ,2004,0,3,0,Oral Poliomielite,,95,1,231787,248893,76.087,107.38,-0.115444,1
SP,2004,0,3,0,Oral Poliomielite,,95,1,631515,606666,79.3798,96.0652,5.38643,1
PR,2004,0,3,0,Oral Poliomielite,,95,1,167234,159099,69.9248,95.1356,-1.99242,1
SC,2004,0,3,0,Oral Poliomielite,,95,1,89285,85707,76.7918,95.9926,-0.132019,1
RS,2004,0,3,0,Oral Poliomielite,,95,0,157321,145450,58.0645,92.4543,-1.31582,1
MS,2004,0,3,0,Oral Poliomielite,,95,1,41593,41345,77.9221,99.4037,4.73722,1
MT,2004,0,3,0,Oral Poliomielite,,95,1,51863,56040,83.4532,108.054,2.50692,1
GO,2004,0,3,0,Oral Poliomielite,,95,1,96695,97861,76.4228,101.206,0.346229,1
DF,2004,0,3,0,Oral Poliomielite,,95,1,42453,45945,100.0,108.226,-1.83749,1
RO,2004,0,3,0,Pentavalente,,95,0,30104,1,0.0,0.00332182,50.0,0
AC,2004,0,3,0,Pentavalente,,95,0,17065,33,0.0,0.193378,56.5789,0
PA,2004,0,3,0,Pentavalente,,95,0,157734,83,0.0,0.0526202,-88.6364,0
TO,2004,0,3,0,Pentavalente,,95,0,26674,40,0.0,0.149959,-1233.33,0
PI,2004,0,3,0,Pentavalente,,95,0,58490,4,0.0,0.00683878,66.6667,0
RN,2004,0,3,0,Pentavalente,,95,0,53584,14,0.0,0.0261272,6.66667,0
SE,2004,0,3,0,Pentavalente,,95,0,37051,52,0.0,0.140347,-5100.0,0
MG,2004,0,3,0,Pentavalente,,95,0,301434,131,0.0,0.0434589,67.5743,0
RJ,2004,0,3,0,Pentavalente,,95,0,231787,12,0.0,0.00517717,81.25,0
SP,2004,0,3,0,Pentavalente,,95,0,631515,2830,0.0,0.448129,-11.7694,0
PR,2004,0,3,0,Pentavalente,,95,0,167234,7,0.0,0.00418575,81.0811,0
SC,2004,0,3,0,Pentavalente,,95,0,89285,85,0.0,0.0952008,29.7521,0
RS,2004,0,3,0,Pentavalente,,95,0,157321,112,0.0,0.071192,-23.0769,0
GO,2004,0,3,0,Pentavalente,,95,0,96695,6,0.0,0.00620508,-500.0,0
DF,2004,0,3,0,Pentavalente,,95,0,42453,2,0.0,0.00471109,71.4286,0
RO,2004,0,3,0,Tetravalente,,95,1,30104,29906,78.8462,99.3423,-0.894032,1
AC,2004,0,3,0,Tetravalente,,95,0,17065,14169,54.5455,83.0296,11.1494,1
AM,2004,0,3,0,Tetravalente,,95,0,78316,63133,48.3871,80.6132,13.7174,1
RR,2004,0,3,0,Tetravalente,,95,0,9855,8370,6.66667,84.9315,11.3441,1
PA,2004,0,3,0,Tetravalente,,95,1,157734,165685,86.014,105.041,0.281068,1
AP,2004,0,3,0,Tetravalente,,95,0,16259,13445,81.25,82.6927,13.5648,1
TO,2004,0,3,0,Tetravalente,,95,1,26674,27107,79.8561,101.623,-4.26571,1
MA,2004,0,3,0,Tetravalente,,95,0,133203,123778,59.447,92.9243,8.46515,1
PI,2004,0,3,0,Tetravalente,,95,0,58490,55251,70.2703,94.4623,-0.600863,1
CE,2004,0,3,0,Tetravalente,,95,1,146703,154000,96.1957,104.974,-8.99723,1
RN,2004,0,3,0,Tetravalente,,95,0,53584,50029,68.8623,93.3656,3.04082,1
PB,2004,0,3,0,Tetravalente,,95,1,65629,63174,73.0942,96.2593,1.66553,1
PE,2004,0,3,0,Tetravalente,,95,1,157075,161975,85.4054,103.12,-0.0766137,1
AL,2004,0,3,0,Tetravalente,,95,1,64555,62569,78.4314,96.9236,4.21891,1
SE,2004,0,3,0,Tetravalente,,95,1,37051,38374,77.3333,103.571,-2.15904,1
BA,2004,0,3,0,Tetravalente,,95,1,253493,243548,76.7386,96.0768,5.67796,1
MG,2004,0,3,0,Tetravalente,,95,1,301434,287848,78.0774,95.4929,-0.565982,1
ES,2004,0,3,0,Tetravalente,,95,1,57569,58087,88.4615,100.9,-6.28717,1
RJ,2004,0,3,0,Tetravalente,,95,1,231787,229242,68.4783,98.902,0.0488328,1
SP,2004,0,3,0,Tetravalente,,95,1,631515,612979,80.0,97.0648,-0.00554699,1
PR,2004,0,3,0,Tetravalente,,95,1,167234,159232,69.9248,95.2151,-2.55697,1
SC,2004,0,3,0,Tetravalente,,95,1,89285,85913,77.1331,96.2233,-0.67733,1
RS,2004,0,3,0,Tetravalente,,95,0,157321,146551,58.871,93.1541,-2.37297,1
MS,2004,0,3,0,Tetravalente,,95,0,41593,39339,75.3247,94.5808,2.69127,1
MT,2004,0,3,0,Tetravalente,,95,1,51863,53543,80.5755,103.239,1.26683,1
GO,2004,0,3,0,Tetravalente,,95,1,96695,99465,75.2033,102.865,-1.33049,1
DF,2004,0,3,0,Tetravalente,,95,1,42453,44758,100.0,105.43,-2.77618,1
RO,2004,0,3,0,Tríplice Bacteriana,,95,0,30104,54,0.0,0.179378,-671.429,0
AC,2004,0,3,0,Tríplice Bacteriana,,95,0,17065,11,0.0,0.0644594,31.25,0
AM,2004,0,3,0,Tríplice Bacteriana,,95,0,78316,765,0.0,0.976812,-71.9101,0
RR,2004,0,3,0,Tríplice Bacteriana,,95,0,9855,43,0.0,0.436327,-22.8571,0
TO,2004,0,3,0,Tríplice Bacteriana,,95,0,26674,92,0.0,0.344905,-39.3939,0
MA,2004,0,3,0,Tríplice Bacteriana,,95,0,133203,153,0.0,0.114862,,0
PI,2004,0,3,0,Tríplice Bacteriana,,95,0,58490,1,0.0,0.00170969,0.0,0
CE,2004,0,3,0,Tríplice Bacteriana,,95,0,146703,433,0.0,0.295154,33.792,0
RN,2004,0,3,0,Tríplice Bacteriana,,95,0,53584,263,0.0,0.490818,29.6791,0
PB,2004,0,3,0,Tríplice Bacteriana,,95,0,65629,306,0.0,0.466257,-35.3982,0
PE,2004,0,3,0,Tríplice Bacteriana,,95,0,157075,14,0.0,0.00891294,57.5758,0
AL,2004,0,3,0,Tríplice Bacteriana,,95,0,64555,208,0.0,0.322206,3.7037,0
BA,2004,0,3,0,Tríplice Bacteriana,,95,0,253493,1808,0.671141,0.713235,9.41884,0
MG,2004,0,3,0,Tríplice Bacteriana,,95,0,301434,707,0.0,0.234546,0.0,0
ES,2004,0,3,0,Tríplice Bacteriana,,95,0,57569,287,0.0,0.498532,26.5985,0
RJ,2004,0,3,0,Tríplice Bacteriana,,95,0,231787,3416,6.0,1.47377,-4.1781,0
SP,2004,0,3,0,Tríplice Bacteriana,,95,0,631515,380,0.0,0.0601728,-74.3119,0
PR,2004,0,3,0,Tríplice Bacteriana,,95,0,167234,93,0.0,0.0556107,-55.0,0
SC,2004,0,3,0,Tríplice Bacteriana,,95,0,89285,3,0.0,0.00336003,,0
RS,2004,0,3,0,Tríplice Bacteriana,,95,0,157321,205,0.0,0.130307,-52.9851,0
MS,2004,0,3,0,Tríplice Bacteriana,,95,0,41593,169,0.0,0.406318,-11.9205,0
GO,2004,0,3,0,Tríplice Bacteriana,,95,0,96695,214,0.0,0.221314,68.8501,0
DF,2004,0,3,0,Tríplice Bacteriana,,95,0,42453,424,0.0,0.998752,-0.473934,0
RO,2004,1,1,0,Hepatite A,,95,0,30375,0,0.0,0.00109739,,0
AC,2004,1,1,0,Hepatite A,,95,0,18299,3,0.0,0.0182159,,0
AM,2004,1,1,0,Hepatite A,,95,0,79759,203,0.0,0.254517,,0
RR,2004,1,1,0,Hepatite A,,95,0,9952,1,0.0,0.0100482,,0
PA,2004,1,1,0,Hepatite A,,95,0,163624,115,0.0,0.0702831,,0
TO,2004,1,1,0,Hepatite A,,95,0,27218,2,0.0,0.00857276,,0
MA,2004,1,1,0,Hepatite A,,95,0,137615,9,0.0,0.00653998,,0
PI,2004,1,1,0,Hepatite A,,95,0,59467,22,0.0,0.0375558,,0
CE,2004,1,1,0,Hepatite A,,95,0,149178,2,0.0,0.00134068,,0
RN,2004,1,1,0,Hepatite A,,95,0,55040,43,0.0,0.0775194,,0
PE,2004,1,1,0,Hepatite A,,95,0,161456,8,0.0,0.00495491,,0
AL,2004,1,1,0,Hepatite A,,95,0,66507,5,0.0,0.00801921,,0
SE,2004,1,1,0,Hepatite A,,95,0,38063,5,0.0,0.0140119,,0
BA,2004,1,1,0,Hepatite A,,95,0,259183,96,0.0,0.0371681,,0
MG,2004,1,1,0,Hepatite A,,95,0,304958,1023,0.0,0.335456,,0
ES,2004,1,1,0,Hepatite A,,95,0,57831,409,0.0,0.706657,,0
RJ,2004,1,1,0,Hepatite A,,95,0,231609,46,0.0,0.0198611,,0
SP,2004,1,1,0,Hepatite A,,95,0,631304,5871,0.0,0.92998,,0
PR,2004,1,1,0,Hepatite A,,95,0,167306,91,0.0,0.0545906,,0
SC,2004,1,1,0,Hepatite A,,95,0,89521,125,0.0,0.140004,,0
RS,2004,1,1,0,Hepatite A,,95,0,158693,199,0.0,0.125609,,0
MS,2004,1,1,0,Hepatite A,,95,0,41936,117,0.0,0.278202,,0
MT,2004,1,1,0,Hepatite A,,95,0,52700,8,0.0,0.0158128,,0
GO,2004,1,1,0,Hepatite A,,95,0,97135,52,0.0,0.0538769,,0
DF,2004,1,1,0,Hepatite A,,95,0,42551,193,0.0,0.45279,,0
AM,2004,1,1,0,Sarampo,,95,0,79759,26,0.0,0.0325982,,0
TO,2004,1,1,0,Sarampo,,95,0,27218,9,0.0,0.0330664,,0
MA,2004,1,1,0,Sarampo,,95,0,137615,13,0.0,0.00944664,,0
PB,2004,1,1,0,Sarampo,,95,0,67419,410,0.0,0.608137,,0
PE,2004,1,1,0,Sarampo,,95,0,161456,213,0.0,0.131924,,0
AL,2004,1,1,0,Sarampo,,95,0,66507,14,0.0,0.0210504,,0
BA,2004,1,1,0,Sarampo,,95,0,259183,188,0.0,0.0725356,,0
ES,2004,1,1,0,Sarampo,,95,0,57831,91,0.0,0.157355,,0
SP,2004,1,1,0,Sarampo,,95,0,631304,24,0.0,0.00380166,,0
GO,2004,1,1,0,Sarampo,,95,0,97135,266,0.0,0.273846,,0
RO,2004,1,1,0,Tríplice Viral,,95,1,30375,37787,76.9231,124.402,,0
AC,2004,1,1,0,Tríplice Viral,,95,1,18299,20211,86.3636,110.449,,0
AM,2004,1,1,0,Tríplice Viral,,95,0,79759,61390,53.2258,76.9694,,0
RR,2004,1,1,0,Tríplice Viral,,95,1,9952,10747,60.0,107.988,,0
PA,2004,1,1,0,Tríplice Viral,,95,1,163624,204477,83.2168,124.968,,0
AP,2004,1,1,0,Tríplice Viral,,95,1,16361,18120,100.0,110.751,,0
TO,2004,1,1,0,Tríplice Viral,,95,0,27218,25004,64.0288,91.8657,,0
MA,2004,1,1,0,Tríplice Viral,,95,1,137615,134480,53.4562,97.7219,,0
PI,2004,1,1,0,Tríplice Viral,,95,1,59467,63514,76.1261,106.805,,0
CE,2004,1,1,0,Tríplice Viral,,95,1,149178,155034,76.087,103.926,,0
RN,2004,1,1,0,Tríplice Viral,,95,1,55040,56008,79.6407,101.759,,0
PB,2004,1,1,0,Tríplice Viral,,95,1,67419,71188,74.8879,105.59,,0
PE,2004,1,1,0,Tríplice Viral,,95,1,161456,170055,65.9459,105.326,,0
AL,2004,1,1,0,Tríplice Viral,,95,1,66507,73341,57.8431,110.276,,0
SE,2004,1,1,0,Tríplice Viral,,95,1,38063,43120,80.0,113.286,,0
BA,2004,1,1,0,Tríplice Viral,,95,1,259183,310929,76.0192,119.965,,0
MG,2004,1,1,0,Tríplice Viral,,95,1,304958,319842,83.4701,104.881,,0
ES,2004,1,1,0,Tríplice Viral,,95,1,57831,60660,89.7436,104.892,,0
RJ,2004,1,1,0,Tríplice Viral,,95,1,231609,243591,60.8696,105.173,,0
SP,2004,1,1,0,Tríplice Viral,,95,1,631304,644411,70.6977,102.076,,0
PR,2004,1,1,0,Tríplice Viral,,95,0,167306,149885,71.4286,89.5873,,0
SC,2004,1,1,0,Tríplice Viral,,95,0,89521,83588,62.4573,93.3725,,0
RS,2004,1,1,0,Tríplice Viral,,95,1,158693,153987,67.7419,97.0345,,0
MS,2004,1,1,0,Tríplice Viral,,95,1,41936,40938,81.8182,97.6202,,0
MT,2004,1,1,0,Tríplice Viral,,95,1,52700,56534,77.6978,107.275,,0
GO,2004,1,1,0,Tríplice Viral,,95,1,97135,99442,54.878,102.375,,0
DF,2004,1,1,0,Tríplice Viral,,95,1,42551,44578,100.0,104.764,,0
RO,2004,1,1,0,Varicela,,95,0,30375,64,0.0,0.211797,,0
AC,2004,1,1,0,Varicela,,95,0,18299,8,0.0,0.0455398,,0
AM,2004,1,1,0,Varicela,,95,0,79759,504,0.0,0.631904,,0
RR,2004,1,1,0,Varicela,,95,0,9952,344,0.0,3.45659,,0
PA,2004,1,1,0,Varicela,,95,0,163624,215,0.0,0.131603,,0
AP,2004,1,1,0,Varicela,,95,0,16361,52,0.0,0.317829,,0
TO,2004,1,1,0,Varicela,,95,0,27218,92,0.0,0.338012,,0
MA,2004,1,1,0,Varicela,,95,0,137615,11,0.0,0.00775109,,0
CE,2004,1,1,0,Varicela,,95,0,149178,55,0.0,0.0368687,,0
RN,2004,1,1,0,Varicela,,95,0,55040,101,0.0,0.184109,,0
PB,2004,1,1,0,Varicela,,95,0,67419,15,0.0,0.0217545,,0
PE,2004,1,1,0,Varicela,,95,0,161456,2,0.0,0.00144518,,0
AL,2004,1,1,0,Varicela,,95,0,66507,68,0.0,0.101744,,0
SE,2004,1,1,0,Varicela,,95,0,38063,8,0.0,0.0218935,,0
BA,2004,1,1,0,Varicela,,95,0,259183,400,0.0,0.15446,,0
MG,2004,1,1,0,Varicela,,95,0,304958,1434,1.96078,0.470119,,0
ES,2004,1,1,0,Varicela,,95,0,57831,12,0.0,0.0201737,,0
RJ,2004,1,1,0,Varicela,,95,0,231609,111,0.0,0.0477817,,0
SP,2004,1,1,0,Varicela,,95,0,631304,11267,0.0,1.78467,,0
PR,2004,1,1,0,Varicela,,95,0,167306,239,0.0,0.143051,,0
SC,2004,1,1,0,Varicela,,95,0,89521,314,0.0,0.350383,,0
RS,2004,1,1,0,Varicela,,95,0,158693,655,0.0,0.412537,,0
MS,2004,1,1,0,Varicela,,95,0,41936,437,0.0,1.04206,,0
MT,2004,1,1,0,Varicela,,95,0,52700,108,0.0,0.205566,,0
GO,2004,1,1,0,Varicela,,95,0,97135,68,0.0,0.0696625,,0
DF,2004,1,1,0,Varicela,,95,0,42551,293,0.0,0.689369,,0
RO,2004,1,1,1,Oral Poliomielite,,95,0,30375,27020,50.0,88.9547,,1
AC,2004,1,1,1,Oral Poliomielite,,95,0,18299,9170,45.4545,50.112,,1
AM,2004,1,1,1,Oral Poliomielite,,95,0,79759,36855,9.67742,46.208,,1
RR,2004,1,1,1,Oral Poliomielite,,95,0,9952,7809,0.0,78.4666,,1
PA,2004,1,1,1,Oral Poliomielite,,95,0,163624,140254,35.6643,85.7173,,1
AP,2004,1,1,1,Oral Poliomielite,,95,0,16361,11107,37.5,67.887,,1
TO,2004,1,1,1,Oral Poliomielite,,95,0,27218,23193,53.9568,85.212,,1
MA,2004,1,1,1,Oral Poliomielite,,95,0,137615,106389,32.8704,77.3092,,1
PI,2004,1,1,1,Oral Poliomielite,,95,0,59467,49197,42.3423,82.7299,,1
CE,2004,1,1,1,Oral Poliomielite,,95,0,149178,138823,79.3478,93.0586,,1
RN,2004,1,1,1,Oral Poliomielite,,95,0,55040,40326,29.9401,73.2667,,1
PB,2004,1,1,1,Oral Poliomielite,,95,0,67419,53060,45.7399,78.7019,,1
PE,2004,1,1,1,Oral Poliomielite,,95,0,161456,138090,34.5946,85.5279,,1
AL,2004,1,1,1,Oral Poliomielite,,95,0,66507,49240,32.3529,74.0373,,1
SE,2004,1,1,1,Oral Poliomielite,,95,0,38063,33263,42.6667,87.3893,,1
BA,2004,1,1,1,Oral Poliomielite,,95,0,259183,201494,35.9712,77.742,,1
MG,2004,1,1,1,Oral Poliomielite,,95,0,304958,273865,68.5815,89.8042,,1
ES,2004,1,1,1,Oral Poliomielite,,95,0,57831,49669,47.4359,85.8865,,1
RJ,2004,1,1,1,Oral Poliomielite,,95,0,231609,177711,26.087,76.7289,,1
SP,2004,1,1,1,Oral Poliomielite,,95,0,631304,555808,65.7364,88.0413,,1
PR,2004,1,1,1,Oral Poliomielite,,95,0,167306,116614,44.6115,69.701,,1
SC,2004,1,1,1,Oral Poliomielite,,95,0,89521,75774,50.5119,84.6438,,1
RS,2004,1,1,1,Oral Poliomielite,,95,0,158693,114869,45.2525,72.3844,,1
MS,2004,1,1,1,Oral Poliomielite,,95,0,41936,36207,55.8442,86.3387,,1
MT,2004,1,1,1,Oral Poliomielite,,95,1,52700,67445,70.5036,127.979,,1
GO,2004,1,1,1,Oral Poliomielite,,95,0,97135,83399,51.2195,85.8589,,1
DF,2004,1,1,1,Oral Poliomielite,,95,1,42551,40593,0.0,95.3985,,1
RO,2004,1,1,1,Tríplice Bacteriana,,95,0,30375,25565,55.7692,84.1646,,1
AC,2004,1,1,1,Tríplice Bacteriana,,95,0,18299,8398,36.3636,45.8932,,1
AM,2004,1,1,1,Tríplice Bacteriana,,95,0,79759,36401,9.67742,45.6387,,1
RR,2004,1,1,1,Tríplice Bacteriana,,95,0,9952,7240,0.0,72.7492,,1
PA,2004,1,1,1,Tríplice Bacteriana,,95,0,163624,89785,18.8811,54.8728,,1
AP,2004,1,1,1,Tríplice Bacteriana,,95,0,16361,10443,31.25,63.8286,,1
TO,2004,1,1,1,Tríplice Bacteriana,,95,0,27218,23468,48.2014,86.2224,,1
