"","process","gene_set_specific","immune_system","immune_sub_system","immune_tissue","go_term","genes","set_size_specific","set_size_nested"
"1027","B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327","SPI1",5,206
"1028","B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327","PRKDC",5,206
"1029","B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327","IRF2BP2",5,206
"1030","B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327","KIT",5,206
"1031","B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327","SYVN1",5,206
"1032","B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228","PTX3",5,206
"1033","B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228","SFTPA1",5,206
"1034","B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228","LBP",5,206
"1035","B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228","C4B",5,206
"1036","B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228","MBL2",5,206
"1037","B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446","UNG",5,206
"1038","B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446","MLH1",5,206
"1039","B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446","MSH2",5,206
"1040","B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446","MSH6",5,206
"1041","B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446","PMS2",5,206
"1042","B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447","MSH2",6,206
"1043","B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447","MSH6",6,206
"1044","B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447","MLH1",6,206
"1045","B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447","UNG",6,206
"1046","B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447","PMS2",6,206
"1047","B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447","MSH3",6,206
"1048","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","LIG4",9,206
"1049","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","MSH2",9,206
"1050","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","MLH1",9,206
"1051","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","ERCC1",9,206
"1052","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","CD40LG",9,206
"1053","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","UNG",9,206
"1054","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","RNF168",9,206
"1055","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","SANBR",9,206
"1056","B CELLS","Isotype switching","Adaptive","Humoral","B cell","GO:0045190","MSH6",9,206
"1057","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","SPNS2",12,206
"1058","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","BAX",12,206
"1059","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","BCL2",12,206
"1060","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","GAPT",12,206
"1061","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","CAMLG",12,206
"1062","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","MEF2C",12,206
"1063","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","IL7R",12,206
"1064","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","RC3H1",12,206
"1065","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","SOS2",12,206
"1066","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","SOS1",12,206
"1067","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","NCKAP1L",12,206
"1068","B CELLS","Homeostasis, B cell","Adaptive","B cell","B cell","GO:0001782","CASP3",12,206
"1069","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","LIMK1",14,206
"1070","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","VAV2",14,206
"1071","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","SRC",14,206
"1072","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","VAV1",14,206
"1073","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","SYK",14,206
"1074","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","ABL1",14,206
"1075","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","PRKCE",14,206
"1076","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","MYO1G",14,206
"1077","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","HCK",14,206
"1078","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","PTK2",14,206
"1079","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","PRKCD",14,206
"1080","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","FGR",14,206
"1081","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","PLPP4",14,206
"1082","B CELLS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096","FCGR2B",14,206
"1083","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","TICAM1",25,206
"1084","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","BANK1",25,206
"1085","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CXCR5",25,206
"1086","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","TBC1D10C",25,206
"1087","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CD79A",25,206
"1088","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CHRNA4",25,206
"1089","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CD40",25,206
"1090","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","GAPT",25,206
"1091","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","PHB1",25,206
"1092","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CHRNA7",25,206
"1093","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","MS4A1",25,206
"1094","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","IGBP1",25,206
"1095","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","LAX1",25,206
"1096","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","RASGRP1",25,206
"1097","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","HSPD1",25,206
"1098","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","BTK",25,206
"1099","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","ZAP70",25,206
"1100","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CD86",25,206
"1101","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CD22",25,206
"1102","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","CHRNB2",25,206
"1103","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","TXLNA",25,206
"1104","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","BST2",25,206
"1105","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","AKAP17A",25,206
"1106","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","EPHB2",25,206
"1107","B CELLS","Activation, B cell","Adaptive","B cell","B cell","GO:0042113","HDAC4",25,206
"1108","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","TICAM1",26,206
"1109","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","BCL2",26,206
"1110","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","MEF2C",26,206
"1111","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CD70",26,206
"1112","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","TLR4",26,206
"1113","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","IL9",26,206
"1114","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CD40",26,206
"1115","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","BCL6",26,206
"1116","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","RASGRP1",26,206
"1117","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","PTPRC",26,206
"1118","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","MS4A1",26,206
"1119","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CD79A",26,206
"1120","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","HSPD1",26,206
"1121","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CD40LG",26,206
"1122","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","IFNA8",26,206
"1123","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","IL10",26,206
"1124","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","ABL1",26,206
"1125","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","IL7",26,206
"1126","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CR2",26,206
"1127","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","PRKCD",26,206
"1128","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CTPS1",26,206
"1129","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","IL7R",26,206
"1130","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","CD38",26,206
"1131","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","IFNE",26,206
"1132","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","FOSL2",26,206
"1133","B CELLS","Proliferation, B cell","Adaptive","B cell","B cell","GO:0042100","WNT3A",26,206
"1134","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","CD79A",31,206
"1135","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","BTK",31,206
"1136","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","ABL1",31,206
"1137","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","BCAR1",31,206
"1138","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","BCL2",31,206
"1139","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","CTLA4",31,206
"1140","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","CD79B",31,206
"1141","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","SYK",31,206
"1142","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","GRB2",31,206
"1143","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","CD19",31,206
"1144","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","MEF2C",31,206
"1145","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","MNDA",31,206
"1146","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","PLCG2",31,206
"1147","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","IGLC1",31,206
"1148","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","PTPRC",31,206
"1149","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","IGLC3",31,206
"1150","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","NCKAP1L",31,206
"1151","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","IGLC7",31,206
"1152","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","SOS1",31,206
"1153","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","ITK",31,206
"1154","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","MAPK1",31,206
"1155","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","BMX",31,206
"1156","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","NFKBIA",31,206
"1157","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","PTPN6",31,206
"1158","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","MS4A1",31,206
"1159","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","IGLC6",31,206
"1160","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","TEC",31,206
"1161","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","CD38",31,206
"1162","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","NFAM1",31,206
"1163","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","NFKB1",31,206
"1164","B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853","BANK1",31,206
"1165","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","PLCG2",47,206
"1166","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","PTPRC",47,206
"1167","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","PAX5",47,206
"1168","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","TOP2B",47,206
"1169","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","IFNA8",47,206
"1170","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","PIK3R1",47,206
"1171","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","RAG1",47,206
"1172","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","MSH2",47,206
"1173","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","RAG2",47,206
"1174","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","IL2RG",47,206
"1175","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","ADGRG3",47,206
"1176","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","FZD9",47,206
"1177","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","MS4A1",47,206
"1178","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","EP300",47,206
"1179","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","PTPRJ",47,206
"1180","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","YY1",47,206
"1181","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","STAT5B",47,206
"1182","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","PTPN2",47,206
"1183","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","LYL1",47,206
"1184","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","SYK",47,206
"1185","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","CEBPG",47,206
"1186","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","JAK3",47,206
"1187","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","CD79B",47,206
"1188","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","CD79A",47,206
"1189","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","CR2",47,206
"1190","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","BCL6",47,206
"1191","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","KIT",47,206
"1192","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","SP3",47,206
"1193","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","ZBTB7A",47,206
"1194","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","NFAM1",47,206
"1195","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","ITGA4",47,206
"1196","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","CD40LG",47,206
"1197","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","IL10",47,206
"1198","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","IL11",47,206
"1199","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","BCL2",47,206
"1200","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","HDAC4",47,206
"1201","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","TPD52",47,206
"1202","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","TCF3",47,206
"1203","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","RBPJ",47,206
"1204","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","FOSL2",47,206
"1205","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","IFNE",47,206
"1206","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","HHEX",47,206
"1207","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","FLT3",47,206
"1208","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","VCAM1",47,206
"1209","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","ADAM17",47,206
"1210","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","IL9",47,206
"1211","B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183","CDH17",47,206
"1212","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGHV1-2",62,206
"1213","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGHV1-3",62,206
"1214","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGHV3-74",62,206
"1215","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGLC2",62,206
"1216","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGHV4-61",62,206
"1217","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGHV4-30-2",62,206
"1218","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGHV3-21",62,206
"1219","B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064","IGLC1",62,206
